Pathway,Count
BMI (Adjusted For Smoking Behaviour),54
Body Mass Index (Joint Analysis Main Effects And Smoking Interaction),53
Height,6159
Itch Intensity From Mosquito Bite Adjusted By Bite Size,127
Low Density Lipoprotein Cholesterol Levels,754
Mosquito Bite Size,97
Waist-to-hip Ratio Adjusted For BMI (Joint Analysis For Main Effect And Physical Activity Interaction),29
Barrett's Esophagus,13
Esophageal Adenocarcinoma,10
Barrett's Esophagus Or Esophageal Adenocarcinoma,15
LDL Cholesterol Change In Response To Fenofibrate In Statin-Treated Type 2 Diabetes,6
Total Cholesterol Change In Response To Fenofibrate In Statin-Treated Type 2 Diabetes,20
Triglyceride Change In Response To Fenofibrate In Statin-Treated Type 2 Diabetes,15
Waist Circumference Adjusted For Body Mass Index,966
Body Mass Index,1912
Appendicular Lean Mass,836
Lean Body Mass,54
Alopecia Areata,26
Peak Insulin Response,8
Acute Insulin Response,6
Post Bronchodilator FEV1/FVC Ratio In COPD,63
Endometriosis,80
Subcutaneous Adipose Tissue,24
Visceral Adipose Tissue Adjusted For BMI,37
Visceral Adipose Tissue/Subcutaneous Adipose Tissue Ratio,23
Ankylosing Spondylitis,35
Intelligence,326
Gestational Age At Birth (Maternal Effect),7
Body Fat Mass,43
Nasopharyngeal Carcinoma,9
BMI In Non-Smokers,37
Waist Circumference Adjusted For BMI In Smokers,10
QRS Duration,121
Acute Graft Versus Host Disease In Bone Marrow Transplantation (Recipient Effect),10
Diastolic Blood Pressure,803
Systolic Blood Pressure,1073
Alcoholic Chronic Pancreatitis,38
Triglycerides,361
Total Cholesterol Levels,843
Waist-to-hip Ratio Adjusted For BMI (Joint Analysis Main Effects And Smoking Interaction),15
Dehydroepiandrosterone Sulphate Levels,6
Glycated Hemoglobin Levels,308
Alanine Transaminase Levels,20
Primary Sclerosing Cholangitis,23
Glomerular Filtration Rate,56
Breast Cancer,469
Breast Cancer (Estrogen-Receptor Positive),5
Breast Cancer (Estrogen-Receptor Negative),36
Cirrhosis (Alcohol Related),11
Type 1 Diabetes,119
Pulse Pressure,735
High Density Lipoprotein Cholesterol Levels,764
Waist-to-hip Ratio Adjusted For BMI In Non-Smokers,16
Multiple Sclerosis,271
Waist Circumference Adjusted For BMI In Non-Smokers,46
